	ZJTKAE3	ZJXC41N	ZK112BX	ZK4CK8Y	ZKFV71L	ZKVR426 	ZL63I8R 	ZL9BTWF	ZLGD9M0	ZLPRB8E 	ZLPZS0H	ZLTUJTN	ZLYEM2C	ZLZNCLZ	ZLZQMEV	ZM7JY3G	ZM8YXDM	ZMBH10Z	ZMBVNFM	ZMS5W76	ZN0JE53	ZN3TBJM	ZN9YTFN	ZNDMXI3	ZOZOW1T	ZPDABJR 	ZPEL6L3	ZPF36E2	ZPMBHPS	ZQFL1P3 	ZQMVU4Q	ZR47VBL	ZRB0F6P 	ZRLZ98T	ZTJ7L7Z 	ZTLIFAS	ZTMFN3O	ZTTL3YH	ZTUO1AO	ZTXY83G	ZUL3S6O	ZUPAQVU	ZV14SIB	ZVBQY1N	ZVC4YUG	ZVGW5FI	ZVM4N7A	ZVNCGHM	ZVTCAK9	ZW61YGW 	ZWCZHHY 	ZWFDEY0 	ZWHMV5E	ZWLGEWL	ZX52KVK	ZXSO14L	ZY1ZKJY	ZY7IW45	ZY9XQJP	ZYXQKWY
PLTP	-2.478443167	-1.776972473	-1.489497542	-1.119749056	-1.996818273	-2.113082896	-2.184593761	-1.407349878	-2.012507355	-1.11916588	-2.692420385	-3.112408958	-1.48653146	-2.452509278	-1.904160385	-1.274833092	-1.582392225	-1.416123771	-1.716396171	-2.41467	-1.967766467	-2.031264879	-1.636675525	-1.778635643	-1.756442594	-1.221299429	-1.389271767	-2.52513375	-1.57629	-1.44261994	-1.703982333	-2.361566	-1.608233625	-0.9584734	-2.231416	-1.51111364	-1.257344911	-1.7759825	-1.386988	-2.216885667	-1.59884635	-1.743723356	-1.79586355	-1.921027133	-2.825030667	-2.330524	-1.460749511	-1.426318886	0.003420183	-1.71364295	-2.140809444	-2.43779115	-1.49955062	-1.716261514	-2.094774618	-0.5330136	-2.005441853	-1.986755167	-1.594035556	-1.775725671
INHBC	-5.162881167	-5.747946667	-5.113870947	-5.866505444	-5.347487667	-5.567187333	-5.357342333	-5.858505444	-6.380730364	-5.878775	-4.931995769	-5.345583833	-5.2819723	-5.256078217	-5.374971538	-5.277519167	-5.63195425	-4.820882286	-5.7136635	-6.415178	-5.508431419	-5.536199429	-4.907860625	-5.583135429	-5.760175908	-6.055822429	-5.332202167	-5.4134	-5.343108	-5.352135	-6.165131	-5.6052155	-5.68597825	-5.577064333	-5.84659125	-5.9032322	-5.393067778	-5.5246045	-4.9108585	-5.220926333	-5.338041917	-5.407261889	-5.742739	-5.4225284	-5.881995167	-6.084165667	-5.657058333	-5.987987429	-5.887529333	-5.119428375	-5.247021889	-5.28061175	-5.9199806	-4.825383571	-5.805712893	-5.715609	-6.013152467	-5.30495975	-4.847865667	-5.266795571
LYZ	-3.406791333	-3.527099067	-3.611973211	-3.977938889	-3.7594696	-3.847509792	-4.036462389	-3.756184	-2.901851636	-4.5835147	-4.315886769	-2.839160833	-4.3975648	-4.034617565	-4.158613077	-4.317526	-4.6039805	-4.326416714	-3.734952292	-4.135739	-4.201279666	-3.387250286	-4.031745563	-4.234665286	-3.797706185	-4.286516857	-3.826530167	-4.04376775	-3.366899	-3.8607062	-4.786347	-4.20811875	-4.233779	-4.462578667	-4.608020875	-4.0512756	-4.409911889	-4.694105	-4.762875	-3.135973333	-3.964538917	-3.560605111	-4.4220065	-3.991252067	-3.787152	-4.139378333	-4.450029556	-4.4877375	-4.168978667	-4.425028	-4.192292822	-4.01508775	-3.5077546	-3.964347429	-4.163362464	-4.785911	-3.513716267	-3.62920775	-3.427782889	-4.407542143
B2M	-4.485251583	-4.042756	-4.579030263	-4.522356333	-4.537713467	-4.602944792	-4.356094222	-4.142268778	-4.704989	-5.5786361	-4.853053923	-4.378977875	-5.6816837	-4.628756174	-4.702031308	-4.531618667	-5.1504205	-5.020775429	-4.638855208	-4.692961	-4.457310302	-4.594931286	-4.724213438	-4.718147286	-4.486565031	-4.709996143	-4.5264765	-4.736898	-4.064405	-4.7334482	-4.650793333	-5.56736825	-4.588647	-4.744661333	-5.006613375	-4.5395256	-5.289935778	-3.9544665	-4.300317	-4.611736167	-4.945174583	-4.279095111	-4.429855667	-5.8003082	-4.846415833	-4.071363	-4.945329667	-5.453929	-4.009846667	-5.118851	-4.703086889	-4.778797	-5.5198678	-4.846261	-4.479134464	-4.937016	-4.4695678	-4.805370333	-4.465730222	-4.282606429
TPM4	-3.50911675	-4.084427933	-3.837954842	-4.956305778	-4.014847333	-3.311873333	-3.507364944	-3.881764056	-3.928414091	-3.1382537	-4.737189692	-3.79634925	-4.3684667	-4.320803739	-4.249482462	-4.410809667	-4.86723975	-3.928669571	-4.71327975	-3.354633	-4.098081659	-4.41628931	-3.940598544	-4.998207857	-3.765817468	-3.234265571	-2.5798915	-2.572942	-6.294363	-5.4259184	-2.356941333	-4.33618825	-3.63458025	-7.328367	-4.023418625	-4.634674	-4.018205778	-6.181839	-5.283221	-3.022988333	-4.127057417	-3.663919111	-6.810832667	-4.651446933	-3.125740833	-3.351139667	-3.872272	-3.804040286	-4.026256333	-3.044575125	-5.340951333	-4.351281875	-3.8139896	-3.971175857	-4.759550893	-3.000843	-4.011615067	-4.270877	-4.699361	-3.425040143
ACTA1	-4.058846667	-4.488582533	-5.102092211	-3.753978889	-4.239454667	-4.030711917	-3.802799333	-3.715195394	-4.260722727	-5.4863195	-5.462653462	-3.796977875	-4.6888755	-4.775792043	-4.333359285	-4.696865917	-4.390561375	-3.812000957	-4.258271333	-2.394335	-4.26952067	-4.159144905	-5.262189438	-3.589633429	-4.084497932	-4.071637714	-4.174497167	-4.03157575	-2.550257	-3.649287	-3.848837	-4.364169	-4.469214	-3.919036333	-3.410232875	-4.0018706	-4.648589333	-2.6104065	-3.8797295	-4.220987833	-4.774172417	-4.672159	-4.510851333	-4.436795933	-3.704864833	-5.766972667	-3.569467111	-3.642761786	-4.328712	-4.972973375	-4.107835367	-4.669434625	-2.61612846	-4.576841143	-4.512018321	-3.640493	-5.2174318	-3.921161833	-4.209384333	-4.330027429
HBB	1.935360908	1.414822187	2.290454632	1.924203456	1.841805083	1.344692729	2.299213056	2.31221185	2.268489727	2.7670233	2.127176769	2.21240234	2.3735438	2.451107963	1.729314608	2.572580575	2.557433188	2.581814086	2.449561042	3.146995	1.698902983	1.39078419	2.088147563	1.684375729	2.196059869	1.842955714	1.640689767	2.2334295	0.5236132	1.2057181	2.151922	2.81604425	2.0099565	3.303907333	2.574143375	2.609179	1.820378122	2.5195735	1.53569	2.342600333	2.825909	2.595930456	2.1355087	2.530197133	1.644970833	1.895499333	1.544909822	2.368057486	3.416887333	2.451062	2.236185111	1.670250875	1.697193	1.510080343	2.183753128	3.075362	1.955264747	0.98516275	1.962551444	1.064204626
HBA1	2.081608408	1.98621918	2.277799368	1.665127811	1.954236387	1.465044433	2.280409167	2.382608183	2.124355091	2.4658112	2.238780538	2.239129171	2.07032572	2.680014461	1.587325131	2.648056592	2.140925458	2.1765597	2.554201983	2.037509	1.851252975	1.352454663	2.048910938	1.290248306	1.998879589	1.726983429	1.715205167	2.10719325	0.09502876	1.23147268	2.109997333	2.51740375	1.87726775	3.168743333	2.599615375	1.9086774	1.916247044	2.5213405	1.286297	2.400440833	2.648895708	2.520426911	2.325877167	2.5903897	1.665894333	1.656026	1.794150222	2.179742743	2.736843667	2.20500625	2.026612444	2.087878	1.5659749	1.471991357	2.156993461	3.338195	1.968658913	1.818763583	1.863114689	0.996599186
GPLD1	-0.050089251	0.125261969	0.510902079	1.044762667	0.521256107	0.509852772	1.003713906	1.179293	-0.1990222	-0.08367152	-0.213132038	0.965679933	0.867728	0.406815837	0.541020338	0.963976758	1.185043363	0.721168414	0.809153971	-0.02376139	0.440929034	0.575828733	-0.374692894	-0.053369587	1.342000847	0.338874437	-0.083975663	0.499463575	-0.09731632	0.47727888	0.017235087	0.701820275	-0.05162229	0.17213338	1.122289225	0.16204862	-0.015254111	1.0554265	1.197061	0.756948433	1.262325208	0.31385246	0.56918568	0.71385994	-0.402421717	0.6026534	-0.104523632	0.401655026	3.69E-01	0.443857038	0.749251311	0.239389363	0.64346404	0.393444053	0.095334851	0.9607814	0.300383488	-0.046493457	1.047589933	0.264279266
LV321.1	0.231911795	0.428051095	-0.283898452	-0.206297989	-0.261279284	-0.431131766	-0.390416611	-2.405740028	0.728626287	0.240949548	0.731674442	-1.3837286	0.87422184	-0.27051302	-1.702071969	0.839329567	1.354860121	0.322962176	0.007562951	2.117478	0.623873563	-1.434380816	-0.286390813	0.332637443	-0.524348314	1.091296187	-0.547804917	-0.341711705	-0.6991954	0.45617532	0.462151567	0.05159405	1.098094525	-0.405788933	-1.131333915	0.109544952	0.166930367	0.2434783	-0.1784504	-1.330337067	-1.738543542	0.745229056	-0.192316681	-0.4881795	0.209860367	0.39194417	-0.148411389	1.125338674	-3.2903949	0.551621916	0.062294513	0.3062076	0.031537444	0.443789357	0.337549572	0.7603652	0.157759468	-0.234721886	-0.726504778	-0.209454879
CFHR1	-3.05632675	-2.230006067	-2.403840053	-2.431288778	-2.57233	-2.682768963	-2.201280444	-1.990125244	-1.897371527	-2.8579578	-2.161407869	-6.78081317	-4.64601744	-2.69488428	-2.529196808	-2.517740417	-3.243248	-4.288419	-2.878045383	-3.50491	-2.547581121	-2.256802693	-2.759473875	-2.940685571	-2.90858908	-3.274528143	-2.842804833	-2.9588305	-2.619536	-2.8714798	-2.292884	-2.416773	-2.4456155	-2.638739333	-2.7530185	-4.034854	-2.751682556	-3.017171	-1.560786	-3.250351667	-3.347718083	-2.499182222	-2.430901	-2.586918446	-3.647084333	-2.063945333	-2.749229111	-2.219484786	-4.186205	-3.142775213	-2.452128444	-2.366707138	-5.3554262	-2.915749143	-1.738486165	-2.113266	-2.724974933	-1.99944643	-2.853352778	-3.177456143
KRT17	-2.008034842	-2.012553663	-2.520852716	-1.394409622	-4.4698692	-3.335664646	-1.923849667	-3.065482261	-3.460665818	-2.48058317	-3.312385462	-4.19749275	-3.9403931	-2.870566191	-2.214217385	-3.186924917	-5.249210875	-3.647884857	-3.148958763	-4.180416	-3.127356735	-2.824854871	-4.299837125	-3.527749919	-3.242605985	-4.429715429	-3.040278533	-4.45779925	-5.302246	-1.8672068	-2.545551667	-1.768495278	-3.08916925	-4.165712333	-2.230792875	-2.6187724	-3.1016555	-5.937239	-4.1609135	-2.895600667	-2.791972692	-3.538618556	-2.244790833	-4.593382207	-2.8068018	-2.914124	-3.782268021	-2.609259857	-2.110521	-4.536506125	-2.914918889	-3.61852025	-2.47916326	-0.423403286	-3.17459751	-0.9483194	-3.917443327	-1.808672375	-2.739793556	-3.662023714
HGFAC	-1.127130267	-1.837270273	-1.550775868	-2.218710744	-1.01010834	-1.133615267	-1.90152635	-1.5174079	-2.072264909	-0.9830181	-1.307357954	-1.192343529	-1.07041104	-1.371010596	-0.448291692	-1.405619692	-1.637418963	-0.873036057	-1.590460472	-0.199018	-1.102100307	-1.714339557	-1.495045497	-0.951949829	-1.414728599	-2.268591286	-0.829519197	-1.51909525	-2.030817	-1.3232944	-1.142089467	-0.8893909	-1.523708	-1.682605333	-2.1008265	-1.53789834	-1.864899722	-2.148952	-2.6693565	-1.33061885	-0.646490149	-1.668163578	-0.96751235	-1.673903945	-1.733000833	-2.263908	-1.995647511	-0.938690966	-1.9640667	-1.037540588	-1.423898644	-0.594500313	-1.18813252	-2.112219114	-1.488397445	-0.3988014	-1.551729043	-1.199529792	-0.842531011	-1.647576086
ITIH3	0.649555175	0.745691907	0.587984511	0.463673	0.95155214	0.337439329	0.704059983	0.699494482	1.309224191	0.362887734	0.435440054	0.777215425	0.54761165	-0.275991227	1.204878392	0.207320296	0.7015986	0.9697813	0.768363333	0.6665629	0.594520825	0.980456377	0.807866206	0.775922857	0.780247863	0.539131129	0.82100005	1.144208575	1.221749	1.01854558	0.938092733	0.063192825	-0.1733035	0.119325433	0.496127725	1.16585268	0.756772756	0.83897685	-0.09630524	0.427406338	0.207050189	0.087383856	0.8194281	0.38328005	0.93939909	0.9775495	0.379894254	0.893617886	1.507571	0.4027063	0.352040409	1.035756871	0.3044386	1.304012214	0.54538074	0.08580428	0.184541081	0.886010075	0.806911411	0.280686814
LGALS3BP	-1.66559275	-0.375507765	-2.031716947	-1.732397333	-2.496852867	-1.679915158	-1.741531444	-1.036138122	-1.869316609	-1.7209942	-1.136178892	-1.974801246	-2.1082303	-1.439832341	-1.186940538	-2.845621583	-2.2096945	-2.473048329	-2.100983258	-2.182769	-2.110705687	-1.147794986	-1.367189694	-1.748476614	-1.689090242	-1.503448943	-1.8605123	-1.788520125	-2.741645	-1.39363464	-1.325508333	-1.298244	-1.2026979	-2.003488333	-0.823123505	-0.825925936	-2.133922244	-1.211762	-0.99726555	-0.79826295	-1.590014308	-0.980339467	-0.308283367	-1.518704453	-0.8013759	-1.279389667	-1.540538644	-1.783926586	-1.687378067	-1.554186113	-2.619525889	-1.924120025	-3.0180982	-0.870489986	-2.100885055	-4.425218	-0.580197087	-0.629235651	-1.552027989	-1.746523443
EFEMP1	-0.573756833	-0.502522033	-1.942933442	-1.023111233	-0.5878343	-0.444466711	-0.641550272	-0.907037644	-0.719862182	-0.7199911	-1.053108769	-0.994086096	-0.581200727	-0.310741335	-0.376270715	-0.917031233	-1.08874885	-0.494810314	-1.545221348	-2.706336	-0.283300867	-0.894105725	-0.751652006	-1.111345857	-1.021407252	-1.561227529	-1.45335585	-1.5473795	-1.451769	-1.532692	-1.523452333	-2.35465825	-1.38995965	-2.005009533	-1.363037775	-1.8062078	-2.942190944	-1.0811723	-1.2784	-1.274017267	-0.248133075	0.053855478	-1.972622183	-1.802339407	-0.689118483	-2.4556539	-0.757293644	-0.749646074	-1.9545319	-1.705896875	-0.539180711	-1.422541775	-0.12382776	-2.553333143	-0.480827475	-6.951766	-0.94212192	0.251059692	-0.631559068	-1.042142171
MMRN1	-3.354307833	-2.7165348	-3.483529526	-3.853435444	-3.566674227	-3.82779475	-3.3505675	-3.252460667	-3.307569091	-3.13235815	-3.012008808	-2.942064696	-2.8093952	-2.953916609	-3.582378462	-2.874969583	-3.61926	-2.945062143	-3.123240333	-4.267462	-3.416179423	-3.500581233	-3.347633063	-3.194812143	-3.555927015	-3.101018286	-3.165257333	-3.48420325	-3.698514	-3.959448	-3.070052	-3.3538715	-3.58898825	-2.570488	-2.736992875	-3.5561308	-3.155824667	-2.9519305	-4.5956625	-2.8917635	-3.1634615	-3.330337889	-3.264576833	-3.025415667	-3.568755333	-2.942978667	-3.440634	-2.946286214	-3.144305333	-3.58938925	-3.641449444	-3.308089625	-2.7800232	-3.792757571	-2.989060018	-4.574514	-3.362074133	-3.569414917	-3.321847111	-3.739181
ILK	-3.27479075	-3.60404224	-3.314128105	-3.053802333	-3.268709333	-3.236809417	-3.318247333	-3.091938556	-3.346939091	-3.2814438	-3.966364769	-3.047753667	-3.4601652	-3.450462522	-3.508298538	-2.959628167	-3.38135825	-3.707283429	-3.409531	-2.660075	-3.597680163	-3.929357714	-3.349197313	-4.303155429	-3.4060428	-3.824338	-3.2711845	-3.8463145	-3.861252	-3.6457554	-4.275663333	-3.29340025	-4.3303425	-3.58473	-3.822545375	-4.0893424	-3.653785222	-2.9726765	-3.0439155	-3.415217	-3.7311445	-3.602730889	-3.481038333	-3.6377552	-3.898528167	-3.373366667	-3.083997	-3.821460714	-3.517763667	-3.42553575	-3.246520778	-3.2501795	-3.8964924	-3.93839	-3.878048429	-3.34111	-3.953446533	-3.193573583	-3.486443333	-3.649169286
APOF	-1.94615495	-1.197647333	-1.043715358	-1.170928389	-0.966102413	-1.43713535	-1.468760533	-0.925435472	-0.578224136	-1.20729968	-1.564947508	-1.28139235	-0.53974364	-1.209436278	-1.295235331	-1.086485575	-1.046588875	-1.602495914	-0.591501695	-0.08730197	-0.991900343	-1.17256058	-0.754848681	-1.48825997	-0.484817636	-0.811895714	-0.708112183	-1.013142425	-1.805938	-0.99011178	-1.291546	-1.208573725	-1.5027879	-1.1609353	-1.225427588	-1.39690284	-0.407553544	-1.524312	-1.953775	-1.423471733	-0.443831738	-0.995404778	-1.691955233	-1.341370378	-1.581882167	-2.040914833	-1.351001144	-1.063887021	-0.59334748	-1.366445813	-1.040314314	-1.149424188	-0.70009678	-0.888111686	-0.946922746	-0.08981627	-1.031817287	-1.238443158	-1.118098878	-1.572519229
DYNC1H1	-3.846109417	-2.911695	-2.893704158	-2.609867878	-3.012841067	-2.852428492	-3.180893339	-2.759359389	-2.590486711	-2.80575997	-3.397896692	-3.019381908	-2.05275441	-2.855875052	-1.866023154	-2.499062417	-2.173747263	-2.296830314	-2.864711904	-2.718208	-2.138433385	-3.280496848	-2.407033813	-2.461348829	-2.526125405	-2.658426	-2.464600167	-3.48588	-3.200342	-2.78754784	-2.718853	-2.621363	-2.959837575	-2.568728333	-3.84040775	-3.740937	-2.557496389	-2.9550905	-2.4238205	-3.180670833	-3.43188545	-3.612314222	-2.509841667	-2.762391813	-3.57613125	-3.496091333	-2.785940078	-2.462818354	-2.703719333	-3.419294875	-3.206561889	-2.454417425	-2.64771084	-2.661650714	-2.916228443	-2.179611	-2.975599197	-2.656783725	-2.206252556	-3.527382
MYBPC2	-4.833850083	-4.879620667	-4.252381842	-5.533824	-4.528619067	-4.745730042	-4.862637833	-4.608457556	-4.793146364	-5.0647709	-4.593385769	-4.606364583	-4.9470053	-4.441801304	-4.654114769	-4.261859583	-5.1416615	-4.260479571	-4.865961333	-4.700107	-4.60894442	-4.872757071	-4.4399295	-4.768922714	-4.476087108	-4.607052143	-4.5410095	-4.6364085	-6.1546	-4.678021	-4.352551333	-4.28857225	-4.5685125	-4.436213	-4.508932	-4.4744276	-4.480816889	-4.9091805	-5.1023105	-4.514361667	-4.318678833	-4.161919556	-3.729583	-4.901827533	-5.107393667	-5.234272667	-5.164176778	-4.774439429	-4.924265	-4.49096	-4.710667	-4.4751345	-4.2773824	-5.213938	-5.148953071	-5.366943	-4.718091067	-4.566066917	-4.599249889	-4.632263
HABP2	-1.566834483	-1.7006212	-1.102639651	-0.777461333	-1.219979587	-1.383517018	-1.399147833	-0.783711438	-1.269781991	-1.5970772	-1.012534792	-0.968102496	-0.11490959	-1.243203708	-0.441747502	-1.064808925	-0.940305643	-1.029561971	-1.156557727	-1.405881	-1.335717391	-1.094951439	-0.579043869	-1.129371771	-0.681353247	-0.967337829	-1.52587635	-1.3177133	-0.496215	-1.11333232	-0.746168	-0.5932407	-1.50269025	-1.048989667	-1.1102858	-1.09355696	-0.322844122	-0.92964205	-0.4270823	-0.9815058	-0.693164658	-1.510079822	-1.419826483	-1.347517897	-0.48766705	-2.272475	-0.563068433	-1.429389279	0.007175333	-1.323121888	-1.267536067	-1.149731088	-1.4070917	-1.789493314	-1.177846027	-3.307727	-1.169958621	-0.256928735	-0.415393366	-0.912346671
ITIH4	4.085344	4.108021867	4.047275789	4.049578	3.9066404	4.185196917	4.008934444	3.887059278	3.849131727	3.7649128	3.906381615	4.356759292	3.893951	4.268338304	4.236818692	3.521361167	3.87542025	3.361820286	3.821808792	4.496739	3.929352448	4.019014381	4.004561375	3.909884857	4.093028338	3.678222857	3.734541	4.13601425	3.44959	4.3215224	4.321393667	3.722087	4.42375475	4.015269667	4.21050125	4.1795144	4.003112111	4.05265	4.4119505	3.611705833	3.803401083	3.711574333	4.106473167	3.706873533	3.527761333	3.748368667	3.705893	3.997118143	3.832924	3.46567775	3.579361889	4.3443415	3.740048	3.761100714	3.89678175	3.929568	3.999920333	4.177414417	3.947297222	4.057493143
ARHGAP19	-5.125415667	-4.794379	-5.026964368	-6.777732	-4.841399867	-5.470613792	-5.272620056	-4.699514722	-5.149946182	-5.3966779	-5.566518308	-4.840299458	-5.1803098	-4.868432435	-4.971365846	-4.851876417	-5.848359875	-4.641186857	-4.892889167	-5.223529	-4.966276035	-5.143818024	-4.492495438	-4.61306	-4.944758231	-4.489625857	-5.103262667	-5.167039	-5.358019	-4.619359	-4.349678	-4.09529	-4.1676735	-5.006416333	-4.942371	-4.791399	-4.857171667	-3.73509	-6.0287465	-5.420898833	-4.959250083	-5.034249556	-4.567133667	-5.5112938	-4.273527667	-4.765020667	-4.850023444	-4.753152643	-5.857631667	-5.162644875	-5.385264778	-4.8827165	-5.8248274	-5.941646429	-5.260079714	-5.077832	-5.7361394	-5.1635455	-4.180749444	-4.700332429
PCOLCE	-5.2037165	-5.400609	-5.126649053	-5.326065444	-5.1169352	-5.268524958	-5.0108005	-4.853720889	-5.400656909	-5.3758296	-5.451108154	-4.71228775	-5.400865	-4.806199783	-5.226231077	-4.953755	-4.890372	-5.104660857	-5.397610042	-4.715229	-5.73409222	-5.315375976	-5.232120375	-5.999126857	-4.919708185	-5.466168714	-4.997497667	-5.1699555	-5.413593	-5.1840024	-4.898962333	-4.7937815	-5.123238	-5.219545	-5.946525625	-5.0711538	-5.441785222	-4.699424	-4.527741	-5.192015167	-4.932471417	-5.013579111	-5.724241667	-5.075041533	-5.101775333	-5.500351333	-5.437226444	-5.374893	-5.528768	-5.705587875	-5.136091556	-5.092831	-5.1523976	-5.048655429	-5.238562143	-5.630193	-5.223927467	-5.3343275	-4.375628222	-5.194756571
PON3	-0.91181145	-0.99154586	-1.073608474	-0.861571923	-1.20291782	-0.952704938	-1.325974449	-1.217643786	-0.44644471	-1.03714112	-1.426713362	-1.248262096	-0.663730362	-0.872450939	-1.051066608	-0.783491738	-0.984313413	-1.0155273	-1.049041125	0.8344471	-1.095079382	-1.186857267	-0.780466175	-0.826797929	-0.349260979	-0.552963157	-0.566751333	-0.66347995	-0.5679444	-1.06759554	-1.1165402	-1.277477425	-0.679679175	-0.355608943	-1.232273725	-1.5716874	-0.730798156	-1.2003925	-0.75582435	-1.016301317	-1.004462983	-0.940543267	-0.414251825	-1.329235047	-1.695186333	-0.933026967	-1.216938811	-0.547854529	-0.898389633	-1.1127658	-0.8773897	-1.386806025	-0.964088636	-1.073277914	-1.242431786	-0.1897218	-1.58147762	-2.622214988	-0.407873973	-0.562936943
FCN2	-2.702015917	-2.998002733	-2.194291526	-2.883803444	-3.226806067	-2.458077042	-3.695247494	-2.689451994	-2.458377599	-2.6139948	-3.053027538	-1.691694146	-1.75468054	-1.6644577	-4.622488615	-2.550847083	-2.275697625	-2.680914557	-2.439266675	-1.836936	-2.279204823	-2.439794207	-2.153675044	-3.293726571	-2.992482842	-2.485985143	-2.976142333	-3.3617075	-2.573938	-3.1654198	-2.335785667	-1.98179375	-2.47812825	-2.063026333	-3.688056625	-2.8194472	-2.1910912	-1.7375985	-3.5406465	-2.3285375	-2.193668242	-2.318082889	-2.584873667	-2.280860992	-2.191276133	-1.833271167	-2.328288556	-2.644534814	-2.742038	-2.3354235	-3.426559333	-3.186936	-3.3413028	-2.421501214	-2.920377964	-3.228987	-3.567522067	-2.27877575	-2.514549744	-2.296697429
TGFBI	-3.566378383	-2.961286667	-3.574990211	-1.057979589	-2.331381293	-2.323801604	-1.23300485	-1.213839839	-3.316650455	-2.4952146	-3.615983462	-2.051377508	-1.55209591	-1.997870496	-2.832397077	-2.505377075	-1.465430288	-1.421353429	-2.272118508	-1.782117	-2.284323796	-2.230756238	-2.877751938	-1.723611886	-2.685671852	-2.486908157	-3.210093167	-2.235909	-3.915866	-3.5429148	-3.795577333	-1.910086	-2.02106025	-2.125421667	-3.510162625	-1.3903485	-2.5521295	-1.6927655	-1.00941905	-2.693758	-2.793964333	-2.910296222	-2.109746867	-2.380937353	-2.506889	-2.787188333	-2.213745778	-2.594892571	-1.249933167	-1.469020938	-1.420842229	-3.31434875	-1.75539684	-1.905209286	-2.5415205	-1.312669	-2.3619686	-2.977483667	-1.711403589	-2.018827286
ADIPOQ	-2.225188167	-3.198564467	-3.220743526	-0.941960844	-2.525800933	-2.939338417	-2.865960611	-2.975687389	-2.204654545	-2.9997979	-3.184001077	-3.50638425	-3.0605701	-3.0392032	-1.6640357	-2.986849167	-4.17523975	-2.956199429	-3.813700467	-2.712874	-3.004713517	-2.441054619	-2.127325125	-3.715601429	-2.109531169	-5.110073	-1.8404465	-1.679677	-2.372643	-1.6477038	-2.414227333	-3.5887005	-2.69588375	-2.009972	-3.89547725	-2.8458596	-3.305445889	-3.115769	-2.9454715	-2.645535833	-3.21855675	-2.911998744	-3.132532333	-4.295178533	-4.163615833	-2.688448	-2.251466889	-2.773900214	-2.652278	-3.405776375	-3.036451133	-2.90524875	-2.6926266	-2.353638143	-4.799759893	-4.231956	-2.351345513	-2.760098417	-2.706894222	-2.718098143
ECM1	0.885687483	0.84288948	1.115264468	1.2597478	1.067990993	0.751860142	1.066141717	1.134761994	0.230417709	1.05133778	0.552972112	0.831658563	1.16146507	1.157653517	0.918744192	0.384534458	1.063792615	0.425317429	1.216488611	0.3385441	1.039909047	0.822443236	1.144144656	0.816941857	1.300103595	1.698212657	0.60296415	0.477395828	0.7450001	0.9247724	0.7155411	1.304719125	1.1355536	0.547842067	1.005225863	0.9373731	1.409218456	1.0549158	0.18325094	1.065850717	1.305712925	0.422513356	1.6642572	1.080822523	0.887187983	1.093716633	0.988462956	0.77625766	1.029211067	0.748731475	0.992443744	0.825475225	-0.034689992	1.137865543	1.086628539	0.2623614	0.799625928	1.182401325	1.378767033	0.996248571
ACTBL2	-3.575407833	-3.840798933	-3.603104089	-4.656731944	-4.053374467	-3.105182138	-3.2199451	-2.825951744	-3.986787455	-3.6596679	-4.445188692	-4.132024708	-4.4975618	-4.126987043	-4.808446231	-3.970850167	-3.255347	-2.9279185	-3.69026945	-3.132988	-3.807976664	-3.294136786	-5.100876775	-3.127682714	-3.810560708	-4.376267	-3.783165667	-4.38316225	-1.710494	-3.1945702	-3.893894	-3.574965	-3.12014325	-2.877478667	-2.60079675	-3.9117246	-4.952452	-3.418277	-2.759729	-3.509132833	-4.703958	-3.613197778	-4.999537667	-4.136505667	-3.902264667	-5.079752667	-3.128481167	-2.695652136	-4.397333333	-4.2877315	-3.076131189	-4.244632	-2.11173092	-3.588264571	-4.074685757	-3.741843	-4.308502133	-3.034016583	-3.530180889	-3.974720286
FRMPD1	-5.788062583	-4.782271933	-5.243715737	-5.401177333	-4.652452067	-4.917588792	-4.8670605	-4.676751222	-4.93753	-5.3266759	-4.515083385	-4.460226583	-4.9692969	-5.086684261	-4.766377615	-5.350708667	-5.97501925	-5.309305857	-4.930849875	-5.097014	-4.683380451	-4.785464833	-4.952675313	-5.101348429	-5.010023446	-5.645424571	-4.580293833	-5.37423975	-5.134124	-6.5979636	-4.610221667	-5.49372475	-5.535027	-5.597497667	-6.65694725	-5.2668106	-4.488350333	-4.7288945	-5.909566	-4.900054667	-5.669821417	-4.749054778	-5.3662935	-4.7412166	-5.013849833	-4.83736	-5.083695889	-5.217298571	-4.855721667	-5.2546025	-5.493111556	-4.89578675	-5.4966568	-4.962815	-5.170834286	-4.886419	-4.871418067	-4.308492167	-5.028844111	-4.756578286
VASN	-2.489222667	-3.201922333	-3.364779421	-2.666767111	-2.154741813	-2.575091458	-2.390215333	-2.311571	-2.783210091	-2.9061291	-2.660790846	-2.18761125	-2.7971954	-2.297661383	-2.248097938	-2.544932633	-2.580719375	-2.961437571	-2.204338525	-4.089153	-2.526005209	-2.333657407	-1.774842938	-2.785469571	-2.461213055	-2.175239143	-3.056587833	-3.08721625	-2.180007	-2.26825566	-2.639096667	-2.773251	-2.2150645	-2.279997333	-2.673164	-2.7392648	-3.291225222	-1.8336845	-2.9975755	-2.385084667	-2.464308533	-2.346705333	-2.634819667	-2.874655353	-2.912372167	-2.604129	-2.446525556	-2.371395071	-2.464954333	-2.193470875	-2.82741	-3.523438125	-2.323752	-2.322709	-2.617631475	-3.452545	-2.6643537	-2.227260942	-1.854025111	-1.836193871
